"Path","PSIsContainer","Length","MtimeUtc"
"backup-cosmos-20260923/index.html","False","16701","2026-09-23T18:33:08.3926550Z"
"backup-cosmos-20260923/portfolio-next.css","False","16733","2026-09-23T18:33:08.6911650Z"
"backup-cosmos-20260923/portfolio-next.js","False","25240","2026-09-23T18:33:08.8187530Z"
"geometric-lab/assets","True",,"2026-09-23T11:45:27.2553540Z"
"geometric-lab/app.js","False","40180","2026-09-26T01:55:47.7542330Z"
"geometric-lab/benchmarks.js","False","604368","2026-09-23T11:45:27.2618310Z"
"geometric-lab/CREDITS.md","False","3209","2026-09-23T11:45:27.2213610Z"
"geometric-lab/index.html","False","4972","2026-09-26T01:55:48.4207020Z"
"geometric-lab/math.js","False","4644","2026-09-23T11:45:27.2811010Z"
"geometric-lab/METHODS.md","False","6779","2026-09-23T11:45:27.2302310Z"
"geometric-lab/styles.css","False","10805","2026-09-23T11:45:27.2899690Z"
"geometric-lab/worker.js","False","257","2026-09-23T11:45:27.2993410Z"
"geometric-lab/assets/favicon.svg","False","322","2026-09-23T11:45:27.2516010Z"
"_before_game_learning_patch_20260924-060952/games","True",,"2026-09-24T13:09:52.2419380Z"
"_before_game_learning_patch_20260924-060952/knowledge.css","False","93255","2026-09-24T11:52:23.5682000Z"
"_before_game_learning_patch_20260924-060952/learn.html","False","21124","2026-09-24T18:30:50.3092400Z"
"_before_game_learning_patch_20260924-060952/play-evil-wizard.html","False","6248","2026-09-24T18:30:50.3067370Z"
"_before_game_learning_patch_20260924-060952/project-battle-chess.html","False","7436","2026-09-24T18:30:50.3021110Z"
"_before_game_learning_patch_20260924-060952/projects.html","False","14767","2026-09-24T18:30:50.3046000Z"
"_before_game_learning_patch_20260924-060952/styles.css","False","20030","2026-09-24T11:52:23.8927140Z"
"_before_game_learning_patch_20260924-060952/games/3d-battle-chess","True",,"2026-09-24T13:09:52.2363180Z"
"_before_game_learning_patch_20260924-060952/games/evil-wizard","True",,"2026-09-24T13:09:52.2449430Z"
"_before_game_learning_patch_20260924-060952/games/evil-wizard/play.html","False","22376","2026-09-23T23:45:16.9015700Z"
"_before_game_learning_patch_20260924-060952/games/3d-battle-chess/index.html","False","3447","2026-09-24T12:51:13.5716810Z"
"_before_game_learning_patch_20260924-060952/games/3d-battle-chess/styles.css","False","3868","2026-09-23T11:45:27.1904810Z"
"backup-cosmos-labels-20260923/index.html","False","16701","2026-09-23T18:48:09.4318200Z"
"backup-cosmos-labels-20260923/portfolio-next.css","False","17648","2026-09-23T18:48:09.5949960Z"
"backup-cosmos-labels-20260923/portfolio-next.js","False","25468","2026-09-23T18:48:09.7947270Z"
"qubit-preview-20260921/app.js","False","5373","2026-09-26T01:55:48.1904260Z"
"qubit-preview-20260921/index.html","False","9151","2026-09-26T01:55:49.4103160Z"
"qubit-preview-20260921/qubit.js","False","2987","2026-09-26T01:55:48.2048910Z"
"qubit-preview-20260921/styles.css","False","8681","2026-09-26T01:55:48.2181740Z"
"backup-theme-20260923/app.js","False","11403","2026-09-23T18:33:08.8370020Z"
"backup-theme-20260923/index.html","False","16629","2026-09-23T18:33:08.8311720Z"
"backup-theme-20260923/portfolio-next.css","False","6917","2026-09-23T18:33:08.8418120Z"
"backup-theme-20260923/portfolio-next.js","False","17618","2026-09-23T18:33:08.8468990Z"
"_before_true_glass_20260924-061812/games","True",,"2026-09-24T13:18:12.1738870Z"
"_before_true_glass_20260924-061812/play-evil-wizard.html","False","6871","2026-09-24T18:30:50.3188110Z"
"_before_true_glass_20260924-061812/project-battle-chess.html","False","7813","2026-09-24T18:30:50.3141830Z"
"_before_true_glass_20260924-061812/projects.html","False","14768","2026-09-24T18:30:50.3166120Z"
"_before_true_glass_20260924-061812/games/3d-battle-chess","True",,"2026-09-24T13:18:12.1681960Z"
"_before_true_glass_20260924-061812/games/evil-wizard","True",,"2026-09-24T13:18:12.1767250Z"
"_before_true_glass_20260924-061812/games/evil-wizard/play.html","False","22883","2026-09-24T13:09:52.2699270Z"
"_before_true_glass_20260924-061812/games/3d-battle-chess/index.html","False","4767","2026-09-24T13:09:52.2872520Z"
"_before_true_glass_20260924-061812/games/3d-battle-chess/styles.css","False","4324","2026-09-24T13:09:52.2637170Z"
"deep-learning/advanced","True",,"2026-09-26T01:55:46.4010300Z"
"deep-learning/cloud","True",,"2026-09-26T01:55:46.6052410Z"
"deep-learning/cyber","True",,"2026-09-26T01:55:46.8216460Z"
"deep-learning/leadership","True",,"2026-09-26T01:55:47.1421030Z"
"deep-learning/math","True",,"2026-09-26T01:55:47.3342660Z"
"deep-learning/physics","True",,"2026-09-26T01:55:47.5527290Z"
"deep-learning/software","True",,"2026-09-26T01:55:47.7248420Z"
"deep-learning/index.json","False","3407","2026-09-26T01:55:46.8333380Z"
"deep-learning/video-profiles.json","False","2103","2026-09-26T01:55:47.7360080Z"
"deep-learning/software/algorithms.json","False","425282","2026-09-26T01:55:47.5698850Z"
"deep-learning/software/apis.json","False","536397","2026-09-26T01:55:47.5879280Z"
"deep-learning/software/architecture.json","False","449665","2026-09-26T01:55:47.6063520Z"
"deep-learning/software/data-structures.json","False","481473","2026-09-26T01:55:47.6257850Z"
"deep-learning/software/databases.json","False","627022","2026-09-26T01:55:47.6438340Z"
"deep-learning/software/devops.json","False","553589","2026-09-26T01:55:47.6614720Z"
"deep-learning/software/lab.json","False","502500","2026-09-26T01:55:47.6806800Z"
"deep-learning/software/programming.json","False","606071","2026-09-26T01:55:47.7010230Z"
"deep-learning/software/testing.json","False","430625","2026-09-26T01:55:47.7196270Z"
"deep-learning/cyber/application-security.json","False","496613","2026-09-26T01:55:46.6238120Z"
"deep-learning/cyber/architecture.json","False","489921","2026-09-26T01:55:46.6435960Z"
"deep-learning/cyber/detection.json","False","452516","2026-09-26T01:55:46.6623820Z"
"deep-learning/cyber/endpoint.json","False","392451","2026-09-26T01:55:46.6814220Z"
"deep-learning/cyber/foundations.json","False","400903","2026-09-26T01:55:46.7001850Z"
"deep-learning/cyber/governance.json","False","481935","2026-09-26T01:55:46.7204530Z"
"deep-learning/cyber/identity.json","False","563371","2026-09-26T01:55:46.7397200Z"
"deep-learning/cyber/lab.json","False","436359","2026-09-26T01:55:46.7578130Z"
"deep-learning/cyber/network-security.json","False","431281","2026-09-26T01:55:46.7782160Z"
"deep-learning/cyber/recovery.json","False","441851","2026-09-26T01:55:46.7969740Z"
"deep-learning/cyber/risk.json","False","481320","2026-09-26T01:55:46.8160180Z"
"deep-learning/leadership/capacity.json","False","312560","2026-09-26T01:55:46.8735610Z"
"deep-learning/leadership/finance.json","False","311678","2026-09-26T01:55:46.8937780Z"
"deep-learning/leadership/governance.json","False","320848","2026-09-26T01:55:46.9121730Z"
"deep-learning/leadership/incidents.json","False","355705","2026-09-26T01:55:46.9312360Z"
"deep-learning/leadership/itsm.json","False","319050","2026-09-26T01:55:46.9498670Z"
"deep-learning/leadership/lab.json","False","319352","2026-09-26T01:55:46.9683920Z"
"deep-learning/leadership/leadership.json","False","307025","2026-09-26T01:55:46.9862970Z"
"deep-learning/leadership/operations.json","False","410481","2026-09-26T01:55:47.0053300Z"
"deep-learning/leadership/projects.json","False","269760","2026-09-26T01:55:47.0239140Z"
"deep-learning/leadership/recovery.json","False","329857","2026-09-26T01:55:47.0428320Z"
"deep-learning/leadership/reliability.json","False","419342","2026-09-26T01:55:47.0619960Z"
"deep-learning/leadership/risk.json","False","311832","2026-09-26T01:55:47.0825520Z"
"deep-learning/leadership/strategy.json","False","293769","2026-09-26T01:55:47.1002950Z"
"deep-learning/leadership/teams.json","False","281926","2026-09-26T01:55:47.1185010Z"
"deep-learning/leadership/vendors.json","False","320103","2026-09-26T01:55:47.1369280Z"
"deep-learning/advanced/architecture.json","False","663461","2026-09-26T01:55:46.2213880Z"
"deep-learning/advanced/distributed-systems.json","False","485228","2026-09-26T01:55:46.2418160Z"
"deep-learning/advanced/gpu-computing.json","False","587364","2026-09-26T01:55:46.2617760Z"
"deep-learning/advanced/gpu.json","False","443012","2026-09-26T01:55:46.2810960Z"
"deep-learning/advanced/hpc.json","False","607486","2026-09-26T01:55:46.2997770Z"
"deep-learning/advanced/lab.json","False","444704","2026-09-26T01:55:46.3195250Z"
"deep-learning/advanced/memory.json","False","601305","2026-09-26T01:55:46.3386570Z"
"deep-learning/advanced/operating-systems.json","False","471515","2026-09-26T01:55:46.3575910Z"
"deep-learning/advanced/parallel-computing.json","False","564017","2026-09-26T01:55:46.3767500Z"
"deep-learning/advanced/quantum.json","False","512518","2026-09-26T01:55:46.3955530Z"
"deep-learning/cloud/automation.json","False","445270","2026-09-26T01:55:46.4203870Z"
"deep-learning/cloud/cloud.json","False","731495","2026-09-26T01:55:46.4505790Z"
"deep-learning/cloud/identity.json","False","413129","2026-09-26T01:55:46.4689100Z"
"deep-learning/cloud/kubernetes.json","False","424010","2026-09-26T01:55:46.4879500Z"
"deep-learning/cloud/lab.json","False","415462","2026-09-26T01:55:46.5073550Z"
"deep-learning/cloud/linux.json","False","617619","2026-09-26T01:55:46.5259890Z"
"deep-learning/cloud/networking.json","False","809311","2026-09-26T01:55:46.5429490Z"
"deep-learning/cloud/observability.json","False","439586","2026-09-26T01:55:46.5611090Z"
"deep-learning/cloud/recovery.json","False","422741","2026-09-26T01:55:46.5802140Z"
"deep-learning/cloud/windows-identity.json","False","515719","2026-09-26T01:55:46.5999760Z"
"deep-learning/math/algebra.json","False","436510","2026-09-26T01:55:47.1584740Z"
"deep-learning/math/calculus.json","False","537994","2026-09-26T01:55:47.1770010Z"
"deep-learning/math/discrete-math.json","False","389585","2026-09-26T01:55:47.1943290Z"
"deep-learning/math/functions.json","False","431273","2026-09-26T01:55:47.2131240Z"
"deep-learning/math/lab.json","False","436017","2026-09-26T01:55:47.2322080Z"
"deep-learning/math/linear-algebra.json","False","489949","2026-09-26T01:55:47.2525000Z"
"deep-learning/math/numerical-methods.json","False","377458","2026-09-26T01:55:47.2728810Z"
"deep-learning/math/probability.json","False","435503","2026-09-26T01:55:47.2917010Z"
"deep-learning/math/sequences.json","False","372200","2026-09-26T01:55:47.3103830Z"
"deep-learning/math/trigonometry.json","False","351053","2026-09-26T01:55:47.3293970Z"
"deep-learning/physics/electricity.json","False","440597","2026-09-26T01:55:47.3530130Z"
"deep-learning/physics/energy.json","False","463902","2026-09-26T01:55:47.3730760Z"
"deep-learning/physics/lab.json","False","400653","2026-09-26T01:55:47.3933030Z"
"deep-learning/physics/magnetism.json","False","395017","2026-09-26T01:55:47.4148930Z"
"deep-learning/physics/mechanics.json","False","462808","2026-09-26T01:55:47.4346580Z"
"deep-learning/physics/modern-physics.json","False","390014","2026-09-26T01:55:47.4532280Z"
"deep-learning/physics/momentum.json","False","411651","2026-09-26T01:55:47.4721070Z"
"deep-learning/physics/quantum.json","False","373974","2026-09-26T01:55:47.4907250Z"
"deep-learning/physics/rotation.json","False","355351","2026-09-26T01:55:47.5092450Z"
"deep-learning/physics/thermodynamics.json","False","383586","2026-09-26T01:55:47.5282490Z"
"deep-learning/physics/waves.json","False","411962","2026-09-26T01:55:47.5475020Z"
